ENS_ID,gene,value
ENSG00000009830,POMT2,10.801553836118906
ENSG00000009950,MLXIPL,11.935396699022649
ENSG00000009954,BAZ1B,13.10780241266356
ENSG00000010219,DYRK4,7.98429882253755
ENSG00000010282,HHATL,2.333764901971787
ENSG00000010292,NCAPD2,11.55540971340185
ENSG00000010295,IFFO1,10.593717925611845
ENSG00000010310,GIPR,6.892456858672656
ENSG00000010318,PHF7,7.79094684499247
ENSG00000010319,SEMA3G,12.02654742824345
ENSG00000010361,FUZ,10.727409183441713
ENSG00000010379,SLC6A13,12.648039571478852
ENSG00000010404,IDS,12.215480484195464
ENSG00000010671,BTK,5.691906527879612
ENSG00000010704,HFE,10.467907176424312
ENSG00000010810,FYN,11.266307005984176
ENSG00000010932,FMO1,12.097047987942638
ENSG00000011009,LYPLA2,12.249809737822115
ENSG00000011028,MRC2,12.802758651356532
ENSG00000011052,NME1-NME2,7.370737307978335
ENSG00000011105,TSPAN9,14.16001086238082
ENSG00000011143,MKS1,9.130337911808022
ENSG00000011201,ANOS1,7.133241402750823
ENSG00000011258,MBTD1,9.53862283770497
ENSG00000011275,RNF216,12.007540554685507
ENSG00000011295,TTC19,12.01575057961275
ENSG00000011304,PTBP1,12.9568709118386
ENSG00000011332,DPF1,3.352942791031717
ENSG00000011347,SYT7,10.989540644198037
ENSG00000011426,ANLN,4.496841996359847
ENSG00000011638,LDAF1,10.183705117508863
ENSG00000011677,GABRA3,0.17514179120510942
ENSG00000012048,BRCA1,8.441487647836903
ENSG00000012124,CD22,6.602730187732545
ENSG00000012171,SEMA3B,13.827616579779146
ENSG00000012211,PRICKLE3,8.349238344380662
ENSG00000012223,LTF,10.915120447836138
ENSG00000012232,EXTL3,12.025986997319485
ENSG00000012963,UBR7,10.395827254975867
ENSG00000013016,EHD3,11.890622150402798
ENSG00000013288,MAN2B2,12.000697660590067
ENSG00000013293,SLC7A14,4.609100454903913
ENSG00000013297,CLDN11,8.200574312573867
ENSG00000013306,SLC25A39,12.674847320709576
ENSG00000013364,MVP,14.374859116485432
ENSG00000013573,DDX11,10.680480614798014
ENSG00000013725,CD6,7.840880095244283
ENSG00000013810,TACC3,9.570120217402481
ENSG00000014138,POLA2,8.984817320028752
ENSG00000014257,ACP3,9.68419286168484
ENSG00000015133,CCDC88C,12.416447178589987
ENSG00000015413,DPEP1,13.60672338748821
ENSG00000015479,MATR3,13.064965022667815
ENSG00000015520,NPC1L1,6.180518987175748
ENSG00000015592,STMN4,2.0109085506849724
ENSG00000016391,CHDH,13.072906660489348
ENSG00000016402,IL20RA,4.927365004152239
ENSG00000017427,IGF1,8.331615375899899
ENSG00000017797,RALBP1,13.069621582101751
ENSG00000018408,WWTR1,12.991066377157207
ENSG00000018510,AGPS,11.95180327182774
ENSG00000018610,STEEP1,12.006143762618366
ENSG00000018625,ATP1A2,9.100432842536819
ENSG00000019102,VSIG2,6.740085242018324
ENSG00000019186,CYP24A1,9.882463520181005
ENSG00000019485,PRDM11,11.708610401673324
ENSG00000019505,SYT13,11.132265765980595
ENSG00000019995,ZRANB1,11.293851251323936
ENSG00000020256,ZFP64,9.016206043403596
ENSG00000020577,SAMD4A,12.062093690360228
ENSG00000021355,SERPINB1,10.396306386035809
ENSG00000021461,CYP3A43,3.426048160861811
ENSG00000021488,SLC7A9,10.277654729018803
ENSG00000021574,SPAST,10.019551139810954
ENSG00000021645,NRXN3,7.052541597857402
ENSG00000022267,FHL1,10.281740636815076
ENSG00000022567,SLC45A4,12.924700965532402
ENSG00000022840,RNF10,13.883188323945081
ENSG00000023191,RNH1,13.992616148979359
ENSG00000023228,NDUFS1,14.690431869033155
ENSG00000023839,ABCC2,10.599481475648002
ENSG00000023902,PLEKHO1,11.579768505709092
ENSG00000023909,GCLM,9.970920788507245
ENSG00000024526,DEPDC1,2.2018676037117357
ENSG00000025039,RRAGD,12.336781719708588
ENSG00000025156,HSF2,5.562845925318892
ENSG00000025293,PHF20,11.860794744647244
ENSG00000025434,NR1H3,10.293310328082528
ENSG00000025708,TYMP,11.879510807891926
ENSG00000025772,TOMM34,9.685260934079828
ENSG00000026025,VIM,14.288586524806302
ENSG00000026103,FAS,8.392274583542422
ENSG00000026559,KCNG1,5.87483973407395
ENSG00000027001,MIPEP,11.177609939569704
ENSG00000027075,PRKCH,11.561504819308677
ENSG00000027644,INSRR,9.094554904348293
ENSG00000028310,BRD9,12.001610900982001
ENSG00000029153,ARNTL2,7.011228781246591
ENSG00000029993,HMGB3,8.97402148331873
ENSG00000030066,NUP160,10.603596181390675
ENSG00000030304,MUSK,0.7332958358926938
ENSG00000030582,GRN,13.761591276207877
ENSG00000031081,ARHGAP31,11.953281604954412
ENSG00000031691,CENPQ,4.048133796225334
ENSG00000031823,RANBP3,11.382993896523585
ENSG00000032444,PNPLA6,12.927031454717321
ENSG00000033327,GAB2,11.48673043444155
ENSG00000033627,ATP6V0A1,13.106048854380344
ENSG00000034053,APBA2,6.878129069658469
ENSG00000034152,MAP2K3,12.343113306852226
ENSG00000034239,CLXN,3.5814808846739683
ENSG00000034510,TMSB10,13.601465635225244
ENSG00000035115,SH3YL1,12.826803683645414
ENSG00000035499,DEPDC1B,6.928897672980614
ENSG00000035681,NSMAF,9.824778233262846
ENSG00000035720,STAP1,5.4281128322517445
ENSG00000036530,CYP46A1,8.027557502982294
ENSG00000036672,USP2,11.66753881971095
ENSG00000036828,CASR,12.596301252930889
ENSG00000037042,TUBG2,10.08061165204824
ENSG00000037280,FLT4,12.342054597739404
ENSG00000037757,MRI1,12.290741675833685
ENSG00000037965,HOXC8,6.797475484136558
ENSG00000038210,PI4K2B,11.039838881976596
ENSG00000038382,TRIO,12.928484592892712
ENSG00000038427,VCAN,11.287526188139099
ENSG00000038945,MSR1,9.049060174062092
ENSG00000039068,CDH1,13.260613595580791
ENSG00000039523,RIPOR1,13.076611273019608
ENSG00000039600,SOX30,4.578298409608338
ENSG00000040275,SPDL1,6.33110723638618
ENSG00000040531,CTNS,9.743037708965712
ENSG00000040608,RTN4R,5.798878001576444
ENSG00000040731,CDH10,2.101494912080731
ENSG00000040933,INPP4A,11.139428941706072
ENSG00000041353,RAB27B,4.2994721059846635
ENSG00000041880,PARP3,10.315895609574056
ENSG00000042062,RIPOR3,12.431700561070251
ENSG00000042088,TDP1,9.138768585750626
ENSG00000042286,AIFM2,10.208007275182482
ENSG00000042445,RETSAT,12.311011926503244
ENSG00000042493,CAPG,12.56236846798148
ENSG00000042781,USH2A,5.3367312233768915
ENSG00000043039,BARX2,7.761975764886732
ENSG00000043143,JADE2,13.214614492095548
ENSG00000043591,ADRB1,7.381186527318296
ENSG00000044090,CUL7,12.63929461734739
ENSG00000044459,CNTLN,9.630495981361841
ENSG00000044524,EPHA3,5.234309149225794
ENSG00000046604,DSG2,13.090042792115472
ENSG00000047230,CTPS2,10.375983201489781
ENSG00000047410,TPR,12.245738673732774
ENSG00000047617,ANO2,6.660266238348529
ENSG00000047634,SCML1,8.438040895844134
ENSG00000047648,ARHGAP6,11.589577636728771
ENSG00000047932,GOPC,10.755976124460298
ENSG00000048028,USP28,9.263503114377722
ENSG00000048052,HDAC9,8.402219572180696
ENSG00000048471,SNX29,13.383593852177146
ENSG00000048649,RSF1,11.905369585301647
ENSG00000048740,CELF2,8.644742605147966
ENSG00000048991,R3HDM1,9.034436687534638
ENSG00000049167,ERCC8,7.817387706067389
ENSG00000049323,LTBP1,12.472225151245848
ENSG00000049449,RCN1,10.586545538243806
ENSG00000049541,RFC2,9.14919697295561
ENSG00000049618,ARID1B,13.32071677293333
ENSG00000049656,CLPTM1L,12.678230149962399
ENSG00000049759,NEDD4L,13.744769101762678
ENSG00000049860,HEXB,12.01308894631525
ENSG00000050344,NFE2L3,9.956523313852992
ENSG00000050393,MCUR1,12.030968105119658
ENSG00000050628,PTGER3,12.6062533762584
ENSG00000050820,BCAR1,13.660781595755854
ENSG00000051108,HERPUD1,12.040977769512931
ENSG00000051180,RAD51,5.318741157087287
ENSG00000051341,POLQ,4.251155883313534
ENSG00000051523,CYBA,12.583335009045857
ENSG00000051596,THOC3,10.936168644040947
ENSG00000051620,HEBP2,11.611537499982138
ENSG00000051825,MPHOSPH9,9.596483401851748
ENSG00000052344,PRSS8,12.127062895212447
ENSG00000052795,FNIP2,13.05561113291001
ENSG00000052802,MSMO1,10.089995085922482
ENSG00000052850,ALX4,3.094274749790044
ENSG00000053372,MRTO4,10.174966645448823
ENSG00000053438,NNAT,2.6586073422480725
ENSG00000053918,KCNQ1,11.919618838044242
ENSG00000054179,ENTPD2,8.862288483862416
ENSG00000054219,LY75,9.084564942778993
ENSG00000054267,ARID4B,12.404149854217604
ENSG00000054392,HHAT,10.20827579740179
ENSG00000054690,PLEKHH1,10.926969025310662
ENSG00000054793,ATP9A,12.99015808226998
ENSG00000054938,CHRDL2,5.018126005008323
ENSG00000054965,FAM168A,12.479448339037166
ENSG00000055070,SZRD1,12.507464772642818
ENSG00000055118,KCNH2,6.696671807427654
ENSG00000055163,CYFIP2,14.579967032962129
ENSG00000055211,GINM1,11.827047299108981
ENSG00000055955,ITIH4,8.9621962789139
ENSG00000056277,ZNF280C,7.173333087629936
ENSG00000056291,NPFFR2,0.8964128783893047
ENSG00000056736,IL17RB,10.083378067829903
ENSG00000056998,GYG2,7.970652505542712
ENSG00000057704,TMCC3,10.163709910694017
ENSG00000057935,MTA3,10.802078995477144
ENSG00000058335,RASGRF1,6.078226421908994
ENSG00000058668,ATP2B4,12.215204548945001
ENSG00000058866,DGKG,8.205201607161168
ENSG00000059122,FLYWCH1,12.846616174639403
ENSG00000059377,TBXAS1,9.01932265352217
ENSG00000059378,PARP12,11.052549054038732
ENSG00000059573,ALDH18A1,11.325411162024023
ENSG00000059769,DNAJC25,9.428315846694765
ENSG00000060138,YBX3,13.054790871727976
ENSG00000060566,CREB3L3,5.416663950838897
ENSG00000060688,SNRNP40,10.006804234255936
ENSG00000060718,COL11A1,7.005599705075507
ENSG00000060749,QSER1,9.697265607608305
ENSG00000060762,MPC1,10.793085984930686
ENSG00000060971,ACAA1,13.773547640847987
ENSG00000060982,BCAT1,8.504305391435347
ENSG00000061656,SPAG4,6.8699523474266195
ENSG00000061918,GUCY1B1,9.20406185423358
ENSG00000061936,SFSWAP,12.137162471436504
ENSG00000062038,CDH3,9.847432221556
ENSG00000062096,ARSF,6.957404313307439
ENSG00000062370,ZNF112,7.966107147869047
ENSG00000062582,MRPS24,10.70082336161236
ENSG00000062716,VMP1,14.932704889055628
ENSG00000063176,SPHK2,12.297978123151912
ENSG00000063241,ISOC2,11.37882941368277
ENSG00000063244,U2AF2,12.992560389196797
ENSG00000063245,EPN1,13.837145502438517
ENSG00000063854,HAGH,12.630418140182423
ENSG00000064115,TM7SF3,11.87718248652251
ENSG00000064195,DLX3,4.881584751147518
ENSG00000064218,DMRT3,0.5972325791501013
ENSG00000064225,ST3GAL6,9.914433350684348
ENSG00000064270,ATP2C2,8.666677181827245
ENSG00000064300,NGFR,9.234405693515976
ENSG00000064309,CDON,8.395660214014267
ENSG00000064547,LPAR2,7.724816388345778
ENSG00000064601,CTSA,12.698659142512044
ENSG00000064666,CNN2,13.089337421172594
ENSG00000064687,ABCA7,11.190080366956048
ENSG00000064692,SNCAIP,6.601319313932871
ENSG00000064787,BCAS1,7.771566873658766
ENSG00000064933,PMS1,7.847566427255417
ENSG00000064995,TAF11,9.935267327886546
ENSG00000065054,SLC9A3R2,12.821916210887382
ENSG00000065060,UHRF1BP1,11.124486116815827
ENSG00000065150,IPO5,11.363244765504245
ENSG00000065183,WDR3,9.552626446019211
ENSG00000065308,TRAM2,11.197490692776539
ENSG00000065325,GLP2R,3.1947942633022444
ENSG00000065328,MCM10,3.795179753877221
ENSG00000065427,KARS1,11.988225481199992
ENSG00000065485,PDIA5,10.805044506560497
ENSG00000065609,SNAP91,0.8348810816998804
ENSG00000065665,SEC61A2,6.922214728063186
ENSG00000065675,PRKCQ,10.447510903835488
ENSG00000065717,TLE2,11.601816054560203
ENSG00000065802,ASB1,11.710405071584832
ENSG00000065809,FAM107B,12.425101456442711
ENSG00000065882,TBC1D1,13.024142712958396
ENSG00000065911,MTHFD2,8.152406299486683
ENSG00000065923,SLC9A7,11.305183002240632
ENSG00000065970,FOXJ2,10.70724433536784
ENSG00000065989,PDE4A,9.913771079675133
ENSG00000066027,PPP2R5A,12.706862250859375
ENSG00000066032,CTNNA2,2.451920859635017
ENSG00000066044,ELAVL1,11.07064693773922
ENSG00000066056,TIE1,12.464969233947256
ENSG00000066084,DIP2B,12.047046316768995
ENSG00000066117,SMARCD1,12.070752686292217
ENSG00000066135,KDM4A,11.391175049098306
ENSG00000066185,ZMYND12,5.424878687569093
ENSG00000066230,SLC9A3,13.903058443772306
ENSG00000066248,NGEF,10.28936225129446
ENSG00000066279,ASPM,5.847104312269583
ENSG00000066322,ELOVL1,10.360096875983126
ENSG00000066382,MPPED2,9.096309685930327
ENSG00000066697,MSANTD3,8.931110836821855
ENSG00000066735,KIF26A,11.706588247151538
ENSG00000066813,ACSM2B,14.445440798481656
ENSG00000066827,ZFAT,11.533911146155127
ENSG00000066923,STAG3,5.6874718666465975
ENSG00000066926,FECH,10.627345191238252
ENSG00000067082,KLF6,15.222196144961844
ENSG00000067113,PLPP1,11.675150308663058
ENSG00000067141,NEO1,13.058621330270633
ENSG00000067191,CACNB1,8.547273923562507
ENSG00000067365,METTL22,9.673288942333635
ENSG00000067369,TP53BP1,12.748636100835812
ENSG00000067445,TRO,9.727243924413896
ENSG00000067533,RRP15,9.357304607918705
ENSG00000067596,DHX8,11.293032205193226
ENSG00000067715,SYT1,7.199398266715946
ENSG00000067798,NAV3,7.897207052471943
ENSG00000067836,ROGDI,11.8352515300198
ENSG00000067842,ATP2B3,7.102924602810706
ENSG00000067955,CBFB,10.76224668780387
ENSG00000068024,HDAC4,11.490547492179871
ENSG00000068078,FGFR3,13.44505766863814
ENSG00000068079,IFI35,10.438414681534084
ENSG00000068097,HEATR6,8.657004311990825
ENSG00000068438,FTSJ1,8.972375838975843
ENSG00000068489,PRR11,7.179787914008887
ENSG00000068650,ATP11A,13.377947535465053
ENSG00000068654,POLR1A,12.462141528894088
ENSG00000068724,TTC7A,11.883543262441357
ENSG00000068745,IP6K2,11.141140108514072
ENSG00000068796,KIF2A,8.537613647370236
ENSG00000068903,SIRT2,11.494747622784462
ENSG00000068971,PPP2R5B,10.54605420501111
ENSG00000068976,PYGM,7.211960321009905
ENSG00000069011,PITX1,1.983752806046248
ENSG00000069018,TRPC7,5.079983442985672
ENSG00000069020,MAST4,13.11821149040528
ENSG00000069188,SDK2,8.678898060417614
ENSG00000069248,NUP133,10.704331490494647
ENSG00000069275,NUCKS1,13.266021566783904
ENSG00000069399,BCL3,10.169355975635234
ENSG00000069424,KCNAB2,11.292110095041297
ENSG00000069431,ABCC9,11.109333515793237
ENSG00000069535,MAOB,12.527468055107192
ENSG00000069849,ATP1B3,9.728089827445965
ENSG00000069966,GNB5,12.432554467563289
ENSG00000070018,LRP6,12.522033976787208
ENSG00000070019,GUCY2C,0.9511961738393927
ENSG00000070159,PTPN3,11.726294287700236
ENSG00000070182,SPTB,11.059178004398355
ENSG00000070193,FGF10,3.6607199877248795
ENSG00000070366,SMG6,12.254222413799065
ENSG00000070404,FSTL3,11.471039809007937
ENSG00000070501,POLB,7.698799249681792
ENSG00000070526,ST6GALNAC1,2.037250826789439
ENSG00000070610,GBA2,12.727073499007814
ENSG00000070669,ASNS,6.918244047700281
ENSG00000070729,CNGB1,3.4847486513306856
ENSG00000070756,PABPC1,14.09469508820569
ENSG00000070814,TCOF1,12.001584695993134
ENSG00000070882,OSBPL3,11.38803742430201
ENSG00000070886,EPHA8,1.2002092077982462
ENSG00000070915,SLC12A3,14.046992193855315
ENSG00000070950,RAD18,6.771390757721277
ENSG00000070985,TRPM5,6.805031532186579
ENSG00000071054,MAP4K4,12.29846696612982
ENSG00000071073,MGAT4A,12.494404590380675
ENSG00000071082,RPL31,12.128129781370298
ENSG00000071205,ARHGAP10,10.316144311499627
ENSG00000071246,VASH1,11.788839268317457
ENSG00000071282,LMCD1,11.497496003369223
ENSG00000071539,TRIP13,6.508758986474459
ENSG00000071553,ATP6AP1,12.175939051700526
ENSG00000071564,TCF3,11.813566145468311
ENSG00000071889,FAM3A,11.155615178149672
ENSG00000071909,MYO3B,9.618023973082238
ENSG00000071991,CDH19,2.4169472995364565
ENSG00000072071,ADGRL1,12.413611796385805
ENSG00000072133,RPS6KA6,10.205094421439295
ENSG00000072134,EPN2,11.353474346633853
ENSG00000072163,LIMS2,11.529085624731806
ENSG00000072195,SPEG,9.194575261769696
ENSG00000072201,LNX1,9.785307552250119
ENSG00000072210,ALDH3A2,13.589472381600523
ENSG00000072310,SREBF1,12.2711555913668
ENSG00000072501,SMC1A,12.842036810980579
ENSG00000072571,HMMR,3.588115958445469
ENSG00000072657,TRHDE,11.25767627658015
ENSG00000072682,P4HA2,11.641618563772296
ENSG00000072736,NFATC3,11.712895566588506
ENSG00000072778,ACADVL,15.053551242344936
ENSG00000072818,ACAP1,8.835586412340682
ENSG00000072832,CRMP1,5.7889355919184196
ENSG00000072840,EVC,15.070673270651916
ENSG00000072864,NDE1,10.268016150368574
ENSG00000073050,XRCC1,10.5839285397637
ENSG00000073060,SCARB1,9.69534427636557
ENSG00000073067,CYP2W1,4.369687691718202
ENSG00000073111,MCM2,10.65365163745517
ENSG00000073150,PANX2,8.743995359895418
ENSG00000073169,SELENOO,11.308932410316842
ENSG00000073282,TP63,3.2599179945107957
ENSG00000073350,LLGL2,13.463922279595865
ENSG00000073536,NLE1,9.687763783403122
ENSG00000073578,SDHA,13.975586068925118
ENSG00000073584,SMARCE1,11.408974152098695
ENSG00000073605,GSDMB,9.820880635154998
ENSG00000073614,KDM5A,12.349498790847614
ENSG00000073670,ADAM11,6.181815435308509
ENSG00000073711,PPP2R3A,11.777368094184247
ENSG00000073712,FERMT2,12.777288332555298
ENSG00000073734,ABCB11,3.8599747916044813
ENSG00000073737,DHRS9,2.74077880008286
ENSG00000073792,IGF2BP2,10.842333606663457
ENSG00000073803,MAP3K13,11.280061398143069
ENSG00000073861,TBX21,5.686447095708414
ENSG00000074047,GLI2,8.500548791495127
ENSG00000074201,CLNS1A,9.456980770831516
ENSG00000074211,PPP2R2C,3.2937666046241736
ENSG00000074219,TEAD2,10.675040592022754
ENSG00000074276,CDHR2,10.986800099113786
ENSG00000074317,SNCB,0.45328484242924344
ENSG00000074356,NCBP3,12.21708070900691
ENSG00000074370,ATP2A3,11.686005275913574
ENSG00000074410,CA12,13.964543554850245
ENSG00000074416,MGLL,13.385293007863595
ENSG00000074527,NTN4,14.315431683690893
ENSG00000074590,NUAK1,10.464017658318934
ENSG00000074657,ZNF532,11.298624132660464
ENSG00000074660,SCARF1,11.229322558418861
ENSG00000074803,SLC12A1,15.224307633660297
ENSG00000074964,ARHGEF10L,13.763991960894087
ENSG00000075035,WSCD2,7.236203121889302
ENSG00000075131,TIPIN,6.752493241690661
ENSG00000075151,EIF4G3,11.386491749935844
ENSG00000075188,NUP37,7.876514198688101
ENSG00000075213,SEMA3A,5.184555226637498
ENSG00000075218,GTSE1,5.951875845286197
ENSG00000075234,TTC38,12.369696609329667
ENSG00000075239,ACAT1,11.582817674248624
ENSG00000075275,CELSR1,14.076393286761563
ENSG00000075340,ADD2,5.032081886923838
ENSG00000075426,FOSL2,16.064554164328985
ENSG00000075461,CACNG4,4.462922998533276
ENSG00000075618,FSCN1,11.350245856665985
ENSG00000075643,MOCOS,8.221357161387578
ENSG00000075673,ATP12A,8.315000914586447
ENSG00000075702,WDR62,6.55514116781015
ENSG00000075856,SART3,11.846749676142085
ENSG00000075891,PAX2,13.217627545728266
ENSG00000075975,MKRN2,10.227059584877452
ENSG00000076003,MCM6,8.520319478130197
ENSG00000076108,BAZ2A,13.435178196968572
ENSG00000076242,MLH1,9.540442799948874
ENSG00000076248,UNG,11.01143882438781
ENSG00000076258,FMO4,8.73830705734398
ENSG00000076344,RGS11,7.350940571376045
ENSG00000076351,SLC46A1,11.022748311920529
ENSG00000076356,PLXNA2,12.849727527255242
ENSG00000076513,ANKRD13A,11.651399101934642
ENSG00000076554,TPD52,11.008362570657495
ENSG00000076555,ACACB,13.375273792745796
ENSG00000076650,GPATCH1,9.62575567379055
ENSG00000076662,ICAM3,9.075275944876175
ENSG00000076826,CAMSAP3,12.344079931661295
ENSG00000076864,RAP1GAP,13.575965877268628
ENSG00000076944,STXBP2,12.371361650234109
ENSG00000077044,DGKD,11.200115000545214
ENSG00000077097,TOP2B,13.248955927444769
ENSG00000077147,TM9SF3,14.191863090839316
ENSG00000077150,NFKB2,12.572388971242267
ENSG00000077152,UBE2T,4.057680116079113
ENSG00000077235,GTF3C1,13.863217285238084
ENSG00000077238,IL4R,11.75292764096924
ENSG00000077264,PAK3,6.628137148907643
ENSG00000077279,DCX,2.358662920146834
ENSG00000077312,SNRPA,9.269080426844418
ENSG00000077327,SPAG6,3.139846500131703
ENSG00000077522,ACTN2,4.837182068773149
ENSG00000077585,GPR137B,10.009471248897993
ENSG00000077616,NAALAD2,5.22486657326568
ENSG00000077684,JADE1,12.678394124570538
ENSG00000077713,SLC25A43,9.110463794773398
ENSG00000077782,FGFR1,13.305413280084755
ENSG00000077800,FKBP6,1.5684473361269704
ENSG00000077942,FBLN1,12.37276426289521
ENSG00000077943,ITGA8,10.428625078129715
ENSG00000078018,MAP2,7.502942023946133
ENSG00000078053,AMPH,7.600484956297843
ENSG00000078070,MCCC1,12.036565440611687
ENSG00000078098,FAP,4.102422265520919
ENSG00000078177,N4BP2,10.436163380961217
ENSG00000078295,ADCY2,6.484223687658154
ENSG00000078328,RBFOX1,6.614347043750014
ENSG00000078399,HOXA9,9.676347146348004
ENSG00000078401,EDN1,8.34209076868373
ENSG00000078549,ADCYAP1R1,3.6862375626918324
ENSG00000078579,FGF20,0.25127176122773104
ENSG00000078687,TNRC6C,11.373125710126263
ENSG00000078699,CBFA2T2,11.856886842636236
ENSG00000078725,BRINP1,7.961124352224562
ENSG00000078804,TP53INP2,12.675346905468666
ENSG00000078808,SDF4,14.425386580076848
ENSG00000078900,TP73,3.5387339330091776
ENSG00000078902,TOLLIP,13.071099855674085
ENSG00000079112,CDH17,3.3543168335639715
ENSG00000079150,FKBP7,5.62606456341582
ENSG00000079215,SLC1A3,5.620138150545224
ENSG00000079246,XRCC5,12.33524768001524
ENSG00000079308,TNS1,15.803533563172689
ENSG00000079337,RAPGEF3,14.29195693996862
ENSG00000079385,CEACAM1,9.922410822058012
ENSG00000079387,SENP1,7.821695240349326
ENSG00000079393,DUSP13,0.2289450918557242
ENSG00000079462,PAFAH1B3,9.810894826742054
ENSG00000079557,AFM,7.720741089982487
ENSG00000079616,KIF22,10.603427129500751
ENSG00000079739,PGM1,12.00045398650385
ENSG00000079805,DNM2,13.77263685254873
ENSG00000079841,RIMS1,4.104472942836531
ENSG00000080293,SCTR,8.883881808800664
ENSG00000080298,RFX3,7.970674228121128
ENSG00000080345,RIF1,12.395320202319068
ENSG00000080371,RAB21,12.972441369265521
ENSG00000080493,SLC4A4,13.971940259283382
ENSG00000080603,SRCAP,13.12000162362274
ENSG00000080644,CHRNA3,2.0651813699446757
ENSG00000080823,MOK,10.360718102119256
ENSG00000080839,RBL1,9.435761443302987
ENSG00000080845,DLGAP4,10.98745014360943
